Document,Topic,Topic_Label,Probability
"related to self‐defeating attributions after scenarios of social rejection (i.e., attribution of social rejection to internal “I am an unlikeable person,” stable “I never have nice encounters,” and global causes “People are generally unfriendly”). The authors concluded that approach motivation intensifies the experience of positive (but not negative) social outcomes, whereas avoidance motivation intensifies the experience of negative (but not positive) social outcomes.",32,Dating,0.9781663589247376
"Motivation‐related attributions of social success and failure also play an important role for the initiation of romantic relationships in young adults (Nikitin et al., 2019). In line with previous reported findings, approach motivation predicted self‐serving attributions after acceptance, whereas avoidance motivation predicted self‐ defeating attributions after rejection in a speed‐dating scenario study. Attributions, in turn, predicted expecta- tions for an upcoming speed‐dating event and, consequently, the decision to participate in the speed‐dating event. The authors concluded that approach and avoidance motivations influence relationship initiation indi- rectly through differential attributions of social success and failure and the associated expectations for similar future events.",32,Dating,0.6721477060642848
"In sum, research on the association between approach and avoidance motivations, respectively, and cognitive processes has shown that approach and avoidance motivations are independent motivational orientations that differ in their associations with the perception, the interpretation, and the attribution of social situations. Whereas social avoidance motivation is mainly predictive of negative cognitions (i.e., greater attention to and better memory for negative social information, self‐defeating attributions after social rejection) in negative social situations, social approach motivation is mainly predictive of positive cognitions (i.e., positive interpreta- tion of neutral stimuli, self‐serving attributions after social acceptance).",32,Dating,1.0
Behavioral Processes,70,Snmmary,1.0
"Focusing on behavior in social situations, social avoidance motivation is related to passive and inhibited behav- ior (Nikitin & Freund, 2010, 2015b). People high in avoidance motivation avoid eye contact and talk less in social interactions (Nikitin & Freund, 2010). Moreover, avoidance motivation is negatively associated with the focus on others’ needs during social interactions (i.e., responsiveness; Nikitin & Freund, 2019b), particularly when these interactions evoke negative feelings (Lin et al., 2019). Such avoidance‐oriented behaviors make social interactions difficult (Nikitin & Freund, 2015b) and can facilitate a self‐fulfilling prophecy: Avoiding eye contact, verbal output, standing on the periphery, and not being responsive might be viewed by others as disin- terest in social interaction (Vorauer et al., 2003). This, in turn, could explain why highly avoidance‐motivated individuals are judged less positively by others (Nikitin & Freund, 2015b).",215,Avoidance,1.0
"In contrast, approach motivation is associated with self‐confident, active and friendly behavior in social situ- ations (Gable, 2006; Mehrabian, 1994; Nikitin et al., 2012; Nikitin & Freund, 2010). More specifically, approach motivation is positively related to the duration of speech in social interactions, the involvement of all group members in spontaneous and friendly exchange, positioning oneself closer to others, smiling more, and show- ing more eye contact (McAdams, 1992; Nikitin & Freund, 2010). Further, approach motivation is positively associated with high attention to the needs of social interaction partners (i.e., high responsiveness; Lin et al., 2019; Nikitin & Freund, 2019b). As a consequence of this approach‐related behavior, people high in approach motivation are perceived favorably by others and are preferred interaction partners (Nikitin & Freund, 2015a). The self‐confidence and friendliness of approach‐motivated individuals seem to “spill over” to their social part- ners (Mehrabian, 1994).",-1,Noise / Outlier,0.0
Emotional Processes,70,Snmmary,1.0
"As social approach motivation is associated with attention and interpretation processes that benefit positive social information, active approach behavior, and social success, one can assume that it leads to positive emotions in social situations. In contrast, avoidance motivation is associated with attention and interpretation processes that benefit negative social information, passive vigilant behavior, and social failure. Thus, it might",32,Dating,0.9160557572666622
"lead to negative emotions in a social situation. Accordingly, Elliot and colleagues (2006) found that approach friendship goals predicted high positive and low negative affect. In contrast, avoidance friendship goals pre- dicted loneliness and the impact of negative relational events on well‐being. In social interactions with stran- gers, Nikitin and Freund (2010) found that approach motivation was positively associated with positive emotions such as happiness. In contrast, avoidance motivation was positively related to nervousness. In diary studies, people high in approach motivation reported high levels of subjective well‐being (Nikitin & Freund, 2019b) and feelings of social integration (Nikitin & Freund, 2018), whereas people high in avoidance motivation reported low levels of subjective well‐being (Nikitin & Freund, 2019b) and feelings of social isolation (Nikitin & Freund, 2018). With respect to intimate relationships, Gable and Poore (2008) found that people high in avoid- ance motivation are less satisfied with their relationships compared to people high in approach motivation. Taken together, avoidance motivation seems to be associated with negative emotional experiences, whereas approach motivation seems to be associated with positive emotional experiences.",178,Loneliness,0.33558579424804685
Interplay of Social Approach and Avoidance Motivation,21,Avoidance,0.7399861895765184
"So far, we have reported empirical findings on the consequences of social approach and avoidance motivation separately. However, approach and avoidance motivation can cooccur. How does this cooccurrence affect social cognition, behavior, and emotion? Nikitin and Freund (2008) suggested that both approach and avoidance motivation result in equally high sensitivity to positive and negative incentives and, consequently, in emotional ambivalence. In line with this suggestion, Nikitin and Freund (2010) showed in a social interaction study with a sample of university students that the cooccurrence of high approach and high avoidance motivation was associated with both high arousal and high positive emotions. The authors concluded that individuals high in both approach and avoidance motivation are highly engaged and make a great effort to succeed in social con- texts. They are happy to be able to socialize, but also aroused because they fear the rejection of others. These findings are in line with previous research: For instance, high approach and high avoidance motive was associ- ated with dependency on others (Mehrabian, 1994). Although dependent persons were easily hurt by others, at the same time they were friendly and outgoing, suggesting both negative and positive consequences of the cooccurring motive.",32,Dating,0.6730279538305177
"In addition, high sociability and high shyness (indicating a cooccurrence of social approach and avoidance motivation) predicted risk for substance use in some cultural contexts (e.g., Santesso et al., 2004). Others have argued that high sociability and high shyness might lead to risky and antisocial behavior (Schmidt, 2009). It has been reasoned that higher substance use and risky behavior might help high‐sociable/high‐shy individuals to cope with the tension of their approach‐avoidance conflict that they experience in social interactions (Cheek & Buss, 1981; Schmidt, 2009). This interpretation is in line with research suggesting that the cooccurrence of social approach and avoidance motivation is associated with high intensity of emotional experiences such as in a study of undergraduates, who, when reporting to be both highly shy and highly sociable, exhibited patterns of frontal electroencephalographic activity suggesting high intensity of affective experience (Schmidt, 1999; Tang et al., 2014).",-1,Noise / Outlier,0.0
"Taken together, the combination of high approach and high avoidance motivation has been found to be associated with intense and ambivalent experiences and behavior. However, this ambivalent experience is not necessarily maladaptive. For example, when both approach and avoidance motivations are high, approach motivation buffers the otherwise negative outcomes of avoidance motivation (Nikitin & Freund, 2019b). In contrast, the most detrimental outcomes result when high avoidance motivation is accompanied by low approach motivation. In their developmental transition study, Nikitin and Freund (2017) found that university students high on avoidance and low on approach motivation reported high levels of loneliness up to two years after the transition to university, whereas students high on avoidance and high on approach motivation adapted to the transition relatively rapidly. In other words, students with a combination of high avoidance and low approach motivation suffered from the negative effects of avoidance motivation but did not profit from the positive effects of approach motivation. The authors concluded that this combination might lead to a chronic experience of loneliness (see also Cacioppo & Hawkley, 2005; Spithoven et al., 2017).",223,Loneliness,1.0
The Origins and Development of Social Approach and Avoidance Motivation Across the Life Span,113,Avoidance,1.0
Biological Substrates,73,Primate,0.8209397621586076
"Social approach and avoidance motivations do not tend to be an emphasis of genetic research, although there seems to be biological substrates of social approach and avoidance motivations. Biological tests of (social) approach and avoidance motivations are based on frontal electroencephalographic (EEG) asymmetry (Davidson et al., 1979). Frontal EEG asymmetry has been used as an index of approach and withdrawal (i.e., avoidance) motivation (see Reznik & Allen, 2018). According to the approach‐withdrawal model, increased activation in the left frontal cortex is associated with increases in appetitive, approach‐related behavior. The approach sys- tem includes emotions like joy, interest, and anger. Increased right frontal activation is related to increases in defensive, withdrawal‐related behavior. The withdrawal system includes emotions like fear and disgust. In addi- tion to using frontal EEG asymmetry as a state measure, researchers have also investigated its use as a trait measure of people’s tendency to respond in a motivationally biased manner (Bauriedl‐Schmidt et al., 2017). The approach‐withdrawal theory of frontal EEG asymmetry proposes that people with greater resting right frontal activation have stronger withdrawal/inhibitory tendencies and that those with greater resting left fron- tal activation are more vulnerable to experiencing stronger approach tendencies (Davidson, 1995).",217,Avoidance,1.0
"Studies that have examined the role of frontal EEG asymmetry in infant temperament have found that young children with right frontal EEG asymmetry were more likely to exhibit social withdrawal and behave in a socially maladaptive manner when interacting with unfamiliar peers (e.g., Fox et al., 2001). This pattern of frontal EEG asymmetry can be identified in infants as young as nine months of age and it predicts social with- drawal or reticence in preschool‐ and school‐age children. In addition, children who display stable patterns of behavioral inhibition over time also exhibit stable right frontal asymmetry (Fox & Reeb, 2008). Moreover, EEG frontal asymmetry interact with childhood adverse circumstances (e.g., maltreatment) in prediction of low‐grade inflammation in midlife (Hostinar et al., 2017). Inflammation, in turn, is linked to morbidity and mortality (Black, 2003).",-1,Noise / Outlier,0.0
"Regarding specific brain regions, behaviorally inhibited individuals show heightened amygdala activation in response to novel and threatening stimuli (Fox et al., 2005) and enhanced activity in the striatum in response to rewards and punishments (Helfinstein, Fox & Pine, 2012). It seems that the amygdala activation is particularly linked to attentional processes (enhanced sensitivity to novel and threatening stimuli), whereas the activation of striatal structures is particularly linked to avoidance behavior associated with behavioral inhibition (Helfinstein et al., 2012).",39,Anxiety,0.7423056518775462
"Although these findings point to biological underpinnings of social approach and avoidance motivations, the heritability of frontal EEG asymmetry seems relatively low (ranging between 11% and 30% of variance; Anokhin et al., 2006; Gao et al., 2009). Thus, environmental factors may play a substantial role in the develop- ment of frontal EEG asymmetry.",217,Avoidance,1.0
Environmental Influences,117,Restorativeness,0.9054892035167654
"One of the most prominent environmental factors that might play a role in the development of social approach and avoidance motivations is the quality of maternal care (Peltola et al., 2014). For instance, Hane and Fox (2006) found that infants who received high‐quality maternal care displayed decreased right frontal activation as compared to those who received low‐quality maternal care. In contrast, infants receiving low‐quality mater- nal care showed more fearfulness, less positive joint attention, and greater right frontal EEG asymmetry than those receiving high‐quality maternal care. The pattern of fearfulness, low sociability, and right frontal EEG asymmetry found in the low‐quality maternity care group has been identified in infants displaying negative reactivity to novelty and behavioral inhibition during the early years of life (Fox et al., 1995, 2001). However, the direction of the relationship is not clear: Infants’ negativity may also influence the quality of mother‐infant interaction as has been reported in the developmental literature (e.g., Atzaba‐Poria et al., 2017). In addition, it",-1,Noise / Outlier,0.0
"is important to note that EEG asymmetry is a biological marker, not a direct measure of approach or avoidance motivation.",217,Avoidance,1.0
"Regarding the role of maternal care for social withdrawal, social withdrawal based on the approach‐ avoidance conflict seems to be associated with either low authoritative parenting (low warmth, reasoning, and democratic participation) or overprotectiveness (being anxious and intervening; Coplan et al., 2004): Too little and too much parental care might lead children to develop shyness characterized by an approach‐ avoidance conflict probably because in both cases children do not learn to cope with interpersonal situa- tions (either because of too much or too little parental regulation). Social disinterest (or low approach motivation) is unrelated to parental behavior but associated with maternal social goals. Mothers who place less importance on children’s sociability and peer relations have children who are socially disinterested (Coplan et al., 2004). Supporting the causality of the relationship between maternal social goals and chil- dren’s motivation, Grady and Karraker (2014) found that when mothers of shy children encouraged their children to play with peers, it reduced social reticence in their shy children. These findings point to the possibility that approach motivations and approach‐avoidance conflict might have origins in different environmental factors.",85,Shyness,1.0
"However, environmental factors and children’s temperament may also interact in the development of social approach and avoidance motivations. In fact, a growing body of literature indicates that temperament and maternal behavior act in concert to shape development (e.g., Calkins, 2002; Hane et al., 2008; Hostinar et al., 2017). For instance, Hane and colleagues (2008) observed the behavior of children during play with unfa- miliar peers at the age of four and seven. In addition, mothers and their seven‐year‐old children were observed during structured and unstructured activities. Maternal positivity and negativity differentially influenced the development of social withdrawal in childhood. Specifically, maternal negativity was associated with poor social functioning in children who had an established history of social withdrawal, whereas maternal positivity was associated with better social outcomes for similarly socially withdrawn children. Likewise, Coplan and col- leagues found that the relationship between child’s social withdrawal and maladjustment was moderated by mother’s personality and parenting style (Coplan et al., 2008). These findings suggest that generalized levels of maternal positivity and negativity moderate the relationship between temperamental predisposition and overt expressions of social avoidance motivation.",85,Shyness,1.0
Developmental (In)Stability in Childhood,19,Introversion,0.27219220502684344
"The above findings suggest that environmental factors, such as the quality of maternal care, may buffer or amplify the temperamental predisposition to develop behavioral manifestations of social avoidance motiva- tion. In line with the behavioral findings, EEG asymmetry also seems to change as a result of experiential fac- tors. For instance, Fox et al. (2001) found that children who had originally displayed a right frontal bias and had become less inhibited over time displayed a change from right to left frontal asymmetry. The authors screened four‐month‐old infants for temperamental patterns (motor reactivity and affect expression patterns) thought to predict behavioral inhibition and selected a subsample that was identified as displaying high motor reactivity and high negative affect in response to novelty. This group was followed over the course of four years and slightly over a quarter of it was found to display a pattern of continuously inhibited behavior. A similar number of infants were no longer inhibited at the age of four. The remaining children showed no discernable pattern over time. In addition, infants who remained inhibited over the four‐year period exhibited stable right frontal EEG asymmetry while infants who changed exhibited a shift from left to right frontal EEG asymmetry. These findings point to the possibility of developmental changes in the behavioral manifestations of social avoidance motivation and their biological markers.",-1,Noise / Outlier,0.0
"With respect to the independent development of approach and avoidance motivations, Kagan and Snidman (1991) found some support for the argument that inhibited and uninhibited children belong to qualitatively different groups rather than representing extremes on a single dimension. The combination of high motor activity and frequent crying at four months best predicted high levels of fear later on. Children who showed",222,Avoidance,1.0
"high levels of motor activity but no distress were much less fearful. Similarly, children who were low in motor activity but very irritable were more fearful than infants who displayed both low levels of motor activity and minimal crying. These findings are in line with the idea of independent approach and avoidance motivational systems.",222,Avoidance,1.0
"Other studies growing out of the two‐factor model of inhibition (Asendorpf, 1990b) have explored the interplay of approach and avoidance motivations in childhood (see Coplan & Rubin, 2010; Rubin et al., 2002). Asendorpf (1990a,b) differentiated between children who are socially withdrawn because they experience an approach‐avoidance conflict and children who are socially withdrawn because they are socially disinterested. This differentiation was supported by empirical evidence. Interestingly, the consequences of social withdrawal seem to be negative regardless of the underlying motivation. For example, Guedeney and colleagues (Guedeney et al., 2014) demonstrated that social withdrawal in the first year of life predicted behavioral problems two and four years later, independently of the child’s temperament or familial factors. Similarly, Coplan and col- leagues (Coplan et al., 2013) found that all socially withdrawn children reported negative peer relationships. The authors conclude that socially withdrawal behaviors – irrespective of its origin – appear to be a marker for social difficulties.",81,Inhibition,0.8557910212468928
Developmental (In)Stability Beyond Childhood,19,Introversion,0.23720607406479627
"Adolescence and young adulthood. As discussed above, dispositional approach and avoidance motivations in childhood have a biological basis and are the result of an uninhibited or inhibited temperament, respectively, and environmental factors such as the quality of maternal care. It seems that inhibited infants are at a slightly higher‐than‐normal risk for the later development of some form of anxious symptomatology (Clauss & Blackford, 2012). For instance, behavioral inhibition assessed via maternal report throughout infancy and early childhood was associated with four times increased risk for social anxiety disorder in adolescence (Essex et al., 2010). Conversely, college students who reported high levels of social anxiety remembered being inhibited when they were young children (Mick & Telch, 1998). Similarly, a longitudinal investigation of the development of anxious‐depressed behavior demonstrated that less sensitive parenting in infancy and middle childhood predicted more inhibited behavior in adolescence, which in turn predicted more internalized behavior problems in adolescence (van der Voort et al., 2014).",218,Turtle,1.0
"Thus, behavioral and physiological features of behavioral approach and avoidance appear to be moderately stable from infancy into early adolescence. Some research suggests that this might especially be the case for extreme groups, whereas in the middle of the distribution, the development is characterized more by change than by stability (Pfeifer et al., 2002). However, more recent research has challenged this view by demonstrating that parental sensitivity is more strongly predictive for later adjustment of children with difficult as compared to easy temperament (Bates & Pettit, 2015; see also Lengua & Wachs, 2012). It seems that children with difficult temperament are more sensitive to context variables than those with easy temperament (Bates & Pettit, 2015). More research and new methods (Petersen et al., 2018) are needed to understand the differential effects of envi- ronmental factors for children of different temperaments.",19,Introversion,0.4670110591216138
"Middle adulthood and old age. To date, little is known about the development of approach and avoidance motivations beyond young adulthood. There is some support in the literature for the assumption that interindividual differences in motivation in general may be relatively stable across the life span. In two surveys, Veroff et al. (1984) found in a cross‐sectional comparison that the strength of the motives was remarkably similar across age groups. Similarly, in a longitudinal study on motive development, Franz (1994) found evidence for both stability of and change in motives across middle adulthood. Focusing on the role of the closeness of the relationship, Nikitin and Freund (2019b) found that older (compared to middle‐ aged and younger adults) reported higher levels of avoidance goals in peripheral but not close relationships. The authors argue that peripheral social relationships are less predictable and, thus, bear the risk of being",83,Avoidance,1.0
"negative. Negative emotions that are elicited through negative social interactions detract from older people’s well‐being and health (Rook & Charles, 2017), which motivates older people to develop avoidance goals in peripheral social relationships.",179,Emotions,1.0
Beyond Developmental Stability: Implications of Social Approach and Avoidance Motivations Across Adulthood,-1,Noise / Outlier,0.0
"Individual differences can be operationalized either quantitatively or qualitatively (Caspi & Moffitt, 1993). Quantitative differences are related to differences between individuals on a single trait dimension (i.e., mean‐ level differences as discussed above). However, individuals can also differ with respect to how well traits predict trait‐related outcomes (i.e., qualitative differences). There are good reasons for expecting either decrease, stabil- ity, or increase in the impact of approach and avoidance motivations on social outcomes across adulthood. Speaking for a decrease in the impact of approach and avoidance motivations on social outcomes across adult- hood, older adults show greater motivation to regulate their emotions (e.g., Gross et al., 1997). Their emotion‐ regulation efforts might override the effects of dispositions. Speaking for an increase in the impact of approach and avoidance motivation on social outcomes across adulthood, the effects of dispositions might become stronger over time due to cumulative processes (Impett et al., 2010). Finally, the stability hypothesis of stable effects of dispositions over time is based on Neugarten’s (1964) notion of the institutionalization of personality, which assumes that personality traits and their interaction with the social environment stabilize with age (Isaacowitz, 2005).",83,Avoidance,1.0
"Speaking for stability, social approach and avoidance motivation are – irrespective of age – associated with processing of emotional faces (Nikitin & Freund, 2011), daily subjective well‐being in close social relationships (e.g., the spouse, the best friend, closest family; Nikitin & Freund, 2019a), experience of important social transi- tions (Nikitin et al., 2012), responsiveness (Nikitin & Freund, 2019a), and attributions of different social out- comes (Schoch et al., 2015). Thus, it appears that social approach and avoidance motivation continue to exert an important influence on social outcomes well into old age.",83,Avoidance,0.446124236223496
"On the other hand, there is also empirical evidence supporting the hypothesis that the adaptivity of approach motivation decreases and the adaptivity of avoidance motivation increases with age. In the previously outlined study (Nikitin & Freund, 2019b), younger (but not older) adults who reported higher levels of approach moti- vation in peripheral social relationships (e.g., relationships with acquaintances or coworkers) were subjectively more happy, satisfied, and healthy on the daily basis, whereas older (but not younger) adults who reported higher levels of avoidance motivation in peripheral social relationships were those who were subjectively more happy, satisfied, and healthy. Similarly, when interacting with a stranger, younger adults were more strongly affected in their experience of the interaction by experimentally induced approach goals, whereas older adults were more strongly affected by experimentally induced avoidance goals (Nikitin et al., 2014).",83,Avoidance,0.6937566243714888
"These findings have been explained by different developmental tasks in young and older adulthood (Bühler et al., 2019; Nikitin & Freund, 2018, 2019b). Young adults’ developmental tasks are largely associated with accu- mulation of (social) resources (e.g., Nurmi, 1992); tasks for which approach motivation seems to be essential (Gable, 2006; Nikitin & Freund, 2015a). In contrast, avoidance motivation makes it more difficult to establish new social relationships (Nikitin & Freund, 2017), rendering avoidance motivation detrimental for develop- mental tasks in young adulthood. As people get older, a focus on the maintenance of achieved social roles outweighs the motivation to expand (Freund & Ebner, 2005; Hutteman et al., 2014), rendering approach moti- vation in peripheral (but not close) social relationships less adaptive and avoidance motivation less maladaptive. Supporting this developmental‐tasks explanation, Nikitin and colleagues found in the aforementioned transi- tion study (Nikitin et al., 2012) that for both young and older adults, approach and avoidance motivations were more strongly associated with the experience of the transition, the less time had elapsed since the transition. In other words, when older adults are confronted with tasks that are typical for young adulthood (such as being in a transition that requires establishing new social relationships and taking up new social roles), approach and avoidance motivations are similarly (mal)adaptive as in young adulthood.",83,Avoidance,1.0
Implications for Interventions,163,Implications,1.0
"In the present chapter, we discussed social approach and avoidance motivations, their underlying processes, and development. Distinguishing approach and avoidance motivations and their possible cognitive, emotional, and behavioral concomitants and consequences help us to describe and explain different patterns of behavior and experience in social situations across the life span. Future research needs to address how maladaptive cogni- tive, emotional, and behavioral concomitants of social avoidance motivation could be altered in order to reduce social failure and loneliness. Note that although approach and avoidance motivations have biological underpin- nings, there is also evidence suggesting that the motivations and their biological markers are malleable and can change across the life span (as discussed in the previous sections). Such findings suggest that the motivations can be objects of interventions.",-1,Noise / Outlier,0.0
"Previous intervention studies indicate the effectiveness of targeting cognitions and beliefs that lie at the heart of interpersonal patterns. Walton and Cohen (2007), for example, developed an experimental interven- tion aimed to increase people’s expectations of acceptance. Changing people’s expectations of acceptance had significant positive effects on self‐confidence, resilience, and even academic success. In line with these findings, Aronson et al. (2002) demonstrated in an intervention study that college students who learned about the malleability of personal attributes (such as intelligence) showed a higher valuation of their courses and studies, enhanced enjoyment thereof, and higher grade‐point averages. According to Dweck (2008), these interventions all speak to the effectiveness of targeting cognitions. Changing self‐theories, or cogni- tions about oneself, appears to result in important real‐world changes in how people function. For example, individuals who think that their shyness is malleable as compared to individuals who see their shyness as unchangeable view social situations as learning opportunity, are less likely to avoid social interactions, and report less negative consequences of their shyness (Beer, 2002). Moreover, cognitive interventions have been found to be successful in changing many of the personality traits that are often thought to be relatively sta- ble across adulthood, such as sociability (e.g., reach out to others) or negative affectivity (e.g., positive vs. negative reactions to setbacks; Dweck, 2008). Based on these findings, we would suggest interventions that focus on changing people’s cognitions about social situations in order to reduce social failure and loneliness.",-1,Noise / Outlier,0.0
"Changing people’s cognitions alone may not be sufficient to bring about a stable change in behavior. Thus, behavior should also be addressed in interventions. One of the most direct modes of intervention would be to use our knowledge about the behavior associated with approach motivation (such as actively approaching others, talking to others, engaging in self‐disclosure) and to apply it to the develop- ment of training programs for socially avoidant individuals. There is increasing empirical evidence that approach motivation can buffer for the negative consequences of avoidance motivation (Nikitin & Freund, 2010, 2015b, 2017).",21,Avoidance,0.4161985290771379
"However, we do not claim that approach cognitions, emotions, and behaviors are always adaptive, whereas avoidance cognitions, emotions, and behaviors are always maladaptive. There are situations in which avoidance goals and means are more adaptive (e.g., when you have to bring up a difficult topic with a friend) and others in which approach goals and means are more appropriate (e.g., when you want to have a fun evening with your new colleagues). It would therefore make sense to include discrimination tasks in interventions that teach peo- ple to discriminate between social situations in which approach strategies are more appropriate than avoidance strategies and vice versa. In a second step, the interventions should provide training in appropriate approach and avoidance strategies as well as focus on cognitive aspects.",21,Avoidance,0.5875447867721961
"Moreover, future studies should systematically investigate when across the life span such training programs would be most successful and meaningful. In the present chapter, we reported research on age‐differential effects of approach and avoidance motivations that illustrate that the context of social motivation might be an important variable with this regard. Trainings that aim at establishing new social relationships and accumulat- ing social resources might be most important in young adulthood but also in situations in which older adults encounter situations that require establishing new social relationships and taking up new social roles (e.g., in transitions such as moves or when entering retirement). In contrast, trainings that aim at social functioning in",113,Avoidance,1.0
"close social relationships might be helpful across adulthood, as the influence of approach and avoidance moti- vation on social outcomes in close relationships and basic attentional and cognitive processes has been found to be relatively stable across the life span.",83,Avoidance,0.4602024143816566
Conclusions and Future Directions,52,Conclusions,1.0
"Taken together, there are substantial cognitive, behavioral, emotional, neuropsychological, and developmental differences between social approach and avoidance motivations, suggesting that the motivations are theoreti- cally different and not simply inverse. To date, we know less about the processes and development of social approach motivation than about social avoidance motivation. This discrepancy in the research is probably based on the fact that the consequences of avoidance motivation, unlike those of approach motivation, are detrimental for the individual. However, learning more about the processes and development of approach motivation would help us to understand what leads to well‐functioning and satisfying relationships across the life span.",113,Avoidance,0.9092804762980493
"In addition, there is relatively little experimental evidence examining the causality between social approach and avoidance motivations and their outcomes. Experimental studies would also help to understand for whom and under which circumstances social approach and avoidance motivations are (mal)adaptive. This would ena- ble us to develop a more fine‐grained view of social approach and avoidance motivations.",21,Avoidance,1.0
"Finally, relatively little is known about the roots of age‐differential outcomes of social approach and avoid- ance motivation. Although it has been argued that different developmental tasks might lead to different adap- tivity of social approach and avoidance motivation (Bühler et al., 2019; Nikitin & Freund, 2018, 2019b), this hypothesis has not been empirically tested. Therefore, future research should explore whether social approach and avoidance motivations serve different functions across the life span.",113,Avoidance,0.7527301756123552
Ostracism and Solitude,-1,Noise / Outlier,0.0
"Ostracism – being ignored and excluded – is a social phenomenon that occurs in a myriad cultures and contexts among humans and also nonhuman social animals (Williams, 2009). Records throughout human history reveal ritualized ostracism, ranging from prehistorical tribal humans to the ancient Greeks and modern‐day Amish communities (Williams, 2001). Institutional practices such as incarceration, excommunication, political exile, and even the disciplinary practice of giving children time‐outs are also examples of ritualized ostracism (Williams, 2001). Many instances of ostracism, however, are not ritualized; they include any instance in which individuals perceive themselves to be ignored and excluded and can encompass seemingly trivial behavior (e.g., mean‐spirited laughter, a lack of eye contact, or uncomfortable silences; see Wesselmann et al., 2016, for review). Evolutionary theory offers an explanation for the robustness of ostracism in human society and its occur- rence within groups of other social animals. Social scientists have argued that ostracism served useful functions in humans’ evolutionary past (Kurzban & Leary, 2001; Williams, 2009). Groups of humans and other social animals use ostracism as a form of social control to deal with deviant or burdensome group members, thus strengthening the group by motivating individual members to obey norms and to contribute to the collective",4,Ostracism,1.0
"(e.g., Kurzban & Leary, 2001; Wesselmann, Wirth et al., 2013).",105,Rubin,1.0
"A scientific study of ostracism often takes one of two main perspectives – studying the functions of ostra- cism (Wirth & Wesselmann, 2018) – or studying the experience of being ostracized (Williams, 2009). In this chapter, we focus on the research examining the perspective of individuals who are ostracized. We first review a theoretical model for studying the effects of ostracism and discuss data that support this model. Next, we discuss new areas of studying ostracism that are in their infancy but offer exciting new directions for research- ers. Finally, we propose that ostracism research should consider situations in which individuals self‐ostracize, voluntarily removing themselves from social interactions as a way to seek solitude.",4,Ostracism,1.0
Overview of Ostracism,4,Ostracism,1.0
"Ostracism has received substantial attention in social psychology over the past two deacades. The terms ostra- cism, social exclusion, and rejection are often used synonymously in the extant research, even though there are debates about their similarities and differences (e.g., Smart Richman & Leary, 2009; Wesselmann & Williams, 2017). Most of the debates about these constructs have been theoretical with little empirical evidence",4,Ostracism,1.0
"to suggest differential effects (but see Molden et al., 2009; Rudert et al., 2017). We acknowledge these debates but choose to use the term ostracism throughout this chapter for simplicity when discussuing various studies on these closely related constructs.",4,Ostracism,1.0
"Ostracism is a painful event that the majority of individuals experience in minimal forms daily and often in meaningfully important forms at least once in their lives (Nezlek et al., 2012; Williams, 2009). Anecdotally, most individuals can probably recall at least one instance of being ostracized from a childhood peer group (see Ladd et al., Chapter 9). Ostracism can occur in three main modes of interaction – physical, social, and cyberostracism (Williams et al., 2000). Physical ostracism involves being separated physically from the oth- ers (e.g., incarceration, exile). Social ostracism involves being ignored and excluded while in the physical face‐to‐face presence of others, such as being given the “silent treatment” (Williams, 2001) or being ignored by someone who is using their cellphone during an interaction (i.e., “phubbing;” Chotpitayasunondh & Douglas, 2018; Hales et al., 2018). Cyberostracism occurs via electronic media where recognition and com- munication is anticipated but does not occur within an expected time frame (e.g., ignored email, texts; e.g., Smith & Williams, 2004) or not receiving the desired feedback on social media posts (Hayes et al., 2018; Wolf et al., 2015). This form of ostracism also includes being “ghosted,” or completely ignored, on social media (e.g., Freedman et al., 2019). Most experimental psychological research has focused social and cyberostracism.",4,Ostracism,1.0
"Ostracism can be psychologically harmful to the target, leading to impaired self‐regulation (Baumeister et al., 2005; Oaten et al., 2008), self‐perceived dehumanization (Bastian & Haslam, 2010), decreased cogni- tive ability (Baumeister et al., 2002), and provoking negative physiological responses (e.g., heightened cortisol, cardiovascular difficulties; Gunnar et al., 2003; Moor et al., 2010). Furthermore, fMRI data demonstrates that ostracism activates the dorsal anterior cingulate cortex (dACC), a brain region associ- ated with experiencing physical pain (e.g., Eisenberger et al., 2003). Ostracism also increases negative moods and threatens individuals’ satisfaction of four basic human needs: belonging, control, meaningful existence, and self‐esteem (Williams, 2009).",4,Ostracism,0.6133442628109811
Williams’s Temporal Model of Ostracism,208,Ostracism,1.0
"Williams (2009) posits that individuals’ experiences of ostracism have a temporal structure, with personality and situational factors having differential effects over time. Williams’s (2009) model has three stages: reflexive, reflective, and resignation.",208,Ostracism,1.0
"Reflexive stage. Humans likely evolved to detect the slightest cues of ostracism, which helped them forestall or avoid permanent expulsion (e.g., Wesselmann et al., 2012). After individuals detect these cues, their reflexive responses are characterized by immediate pain and threatened need satisfaction. Typical research on the immediate effects of ostracism uses self‐report scales to measure need threat and negative affect, but others also have measured physiological and brain activity (e.g., Eisenberger et al., 2003; Gunnar et al., 2003).",4,Ostracism,0.8293377276305917
"The reflexive effects of ostracism have been observed to occur regardless of whether the mode of ostracism is social (Williams & Sommer, 1997) or cyber (Smith & Williams, 2004; Williams et al., 2000). Other research sug- gests simply observing the ostracism of another individual can elicit vicarious distress in the observer (e.g., Giesen & Echterhoff, 2018; Wesselmann, Williams et al., 2013). The power of ostracism is not limited to current occur- rences; data suggest that need threat occurs when individuals recall a past ostracism episode (Chen et al., 2008).",4,Ostracism,1.0
