Document,Topic,Topic_Label,Probability
The rapid increase in cosmic transcendence among men from age category 34–44 through 45–54 also has its correspondence when it con-,5,Cosmic,0.6898042696130665
"cerns coherence. The degree of coherence drops to a minimum in the age category 35–44 and increases rapidly after that (Figure 4.2). An explanation for this might be found along the same lines as above. If we stick to the statistical rules of the game, this study shows no gender difference in the solitude dimension of gerotranscendence (Figure 4.3).",17,Gerotranscendence,0.7103652106588713
"Having experienced a crisis in life is, according to our analysis, con- nected with higher degrees of cosmic transcendence, but lower degrees of coherence. The previous 1990 Danish retrospective study showed that individuals who, during the year previous to the survey, experienced the death of a person close to them had higher values on the cosmic gerotranscendence dimension. In the Swedish 1995 cross-sectional study, the crisis measure was wider, including anything that the respondent perceived as a crisis in life, but the result is the same. With crises come higher levels of cosmic transcendence. But, this does not hold true for the coherence dimension. What we find is the somewhat contradictory pattern that crises affect one dimension of gerotranscendence positively and another one negatively. This finding paves the way for a discussion of the possible “causal” and temporal interrelations between the dimen- sions of gerotranscendence. Might a crisis-induced decrease in coherence after some time be “repaired” by the simultaneous crisis induced increase in cosmic transcendence? This is yet another question to be answered in future research. In a following chapter we are going to take a closer look at various crises in old age, and their connection with gerotranscendence.",47,Reminiscence,1.0
"Illness has, according to the analyses, a modifying effect similar in part to other crises. As far as the cosmic dimension concerns, illness shows a positive simple bivariate correlation with cosmic transcendence. But, when we control for the experience of crises (Table 4.4), the effect of illness disappears. A possible interpretation of this is that illness creates an increase in the cosmic transcendence only to the degree to which it is experienced as a crisis. Illness has, on the other hand, remaining effects on both the solitude and the coherence dimensions (Tables 4.5 and 4. 6). Both the cosmic transcendence and the coherence dimension are, ac- cording to the analysis, affected by life circumstances. Respondents with self-governed professions and students score higher on cosmic transcen- dence. Maybe a life with higher degrees of autonomy contributes to a liberation from restrictive, mainstream rules and values which might otherwise have reduced the possibility for development of cosmic",47,Reminiscence,0.23858279674324379
transcendence.,74,Transcendence,0.7209964190422045
"Regarding the coherence dimension, both civil status and income have, as described, modifying effects. From the aforementioned findings we can draw the general conclusion that aspects of gerotranscendence are seemingly evoked and modified not only by aging, per se, but by other circumstances as well.",-1,Noise / Outlier,0.0
"Gerotranscendence, Life Satisfaction, and Fear of Death",45,Gerotranscendence,0.4144531003162542
"Working from the results of the previous qualitative study, we assumed that individuals with higher degrees of gerotranscendence would score higher on life satisfaction. That was in fact demonstrated in the previous 1990 Danish retrospective study where we found a statistically significant correlation between the measure of cosmic transcendence and life satisfac- tion.43 In the Swedish 1995 cross-sectional study we did not find the corresponding correlation. This fact can be understood in several ways, for example: While the previous 1990 Danish retrospective study focused on experienced changes in aspects of gerotranscendence, the Swedish 1995 cross-sectional study taps the static value of these aspects. Having a “high” value in this snapshot perspective might be very different from having experienced a change. It might be the experience of a developmental change, rather than having a high or low value on cosmic transcendence, that induces or is connected with high life satisfaction.",125,Transcenders,1.0
"Another explanation might be provided by referring to the differences in the age ranges used in the studies. We shall later see how the correlation reappears when we address an older group of respondents. Remember that the previous 1990 Danish retrospective study had a sample in the age range 74–100 years, while the Swedish 1995 cross-sectional study has the age range 20–85 years. This explanation might also be applicable when trying to understand why, in the Swedish 1995 cross-sectional study, we did not find any correlation between cosmic transcendence and fear of death, as was hypothesized on the basis of the previous qualitative study. When later we examine a sample including respondents 65–104 years of age, the correlation between cosmic transcendence and life satis- faction will reappear, suggesting that increased life satisfaction is a fruit of gerotranscendence that is reserved for old age.",125,Transcenders,1.0
"The coherence dimension shows a very strong and positive correla- tion with our measure of life satisfaction, and a modest but statistically",109,Coherence,1.0
"highly significant negative correlation with fear of death. So, if simple explanations are sought, the experience of coherence is very beneficial for life satisfaction and absence of fear of death. But, on the other hand, the concepts of coherence and life satisfaction are too close to be viewed in a causal perspective.",151,Coherence,1.0
Conclusions Thus Far,15,Conclusions,1.0
"In the Swedish 1995 cross-sectional study, which was yet a further small step towards the empirical exploration of the theory of gerotranscendence, we have found cross-sectional age differences which we cautiously, yet venturesomely, interpret in a developmental way. We do so because the main purpose of this empirical step was to see whether the results from earlier research using retrospective developmental perspectives could be replicated in a cross-sectional study.",22,Gerotranscendence,0.42503114425361394
"Drawing, then, on the response patterns of the statements we have used and the scales we have constructed, we find patterns of the kind found in previous qualitative and quantitative studies of exclusively elderly people. We have found cross sectional age patterns of increasing cosmic transcen- dence, coherence, and need for solitude. Our data suggest that the development of cosmic transcendence and coherence are continuous processes which start already during the first half of the adult life and gradually develop to their maximum in later life. The need for solitude also reaches its maximum in late life, but develops most rapidly during the first half of adult life. We have found that women score higher than men on cosmic transcendence, but that this difference decreases with increasing age. We also have discovered, however, a gender difference not found in the previous 1990 Danish retrospective study—the male drop in cosmic transcendence in the age category 75–85. We will return to this surprising finding in a later section of this book.",5,Cosmic,0.5081101530633269
"Not only age, but also social-matrix factors and incidence-impact factors have been shown to correlate with gerotranscendence. Life crises seem- ingly affect the dimensions of gerotranscendence, as do profession and income. A possible interpretation of the latter is that an autonomous life contributes to a liberation from rules and values which might otherwise have reduced the possibility for the development of transcendence.",153,Gerotranscendence,1.0
"Theoretically, the results from the Swedish 1995 cross-sectional study suggest, in line with the previous studies, that there is a process of gerotranscendence, but also that this process may appear different depending on cohort affiliation, gender, and life circumstances. It is not",117,Gerotranscendence,1.0
"unlikely that a comparative study would show the process of gerotranscen- dence to be somewhat different in different cultures. As with, for example, Jung’s archetypes, the core concept (e.g., the archetype of the “wise man”) is general, but its expressions are culturally dependent (in some places the “wise man” is a woman44).",8,Gerotranscendence,0.6914452002737422
"In fact, Ahmadi (1998, 2000a, 2000b, 2001) has elaborated on this, and found that cultural elements surely are to be regarded as modifiers to the development of gerotranscendence. While Chinen (1986) pointed to supportive folk tales in certain cultures, Ahmadi points to the more fundamental ways of thinking—of constructing reality—which differ among cultures. If the culture, for example, entails elements of Sufism, individuals have been shown to develop gerotranscendence more easily.",-1,Noise / Outlier,0.0
FOCUSING THE 65+,19,155,0.31008585281911716
"The studies on gerotranscendence described above have suggested a pat- tern of developmental changes in cosmic transcendence, coherence, and the need for solitude. The study of 1,771 Swedish respondents 65–104 years of age described below, the 2001 Study (65+), confirms earlier findings while furthering the theory in general as well as our knowledge of gerotranscendental development at the upper end of the age scale, in particular. This new study furthers how the pure age development of gerotranscendence is affected by social-matrix factors and incident-impact factors.",17,Gerotranscendence,0.744788498199983
Summing up and Moving on with Focus on the 65+,156,65,1.0
"Based on the previous qualitative and quantitative studies, the dimensions of gerotranscendence were described as ontological changes in: a) the cosmic, b) the self, c) social and individual relationships. In the Swedish 1995 cross-sectional study of 2002 Swedish men and women between the ages of 20 and 85, the three dimensions of gerotranscendence were approximated with three measures: cosmic transcendence, coherence, and need",93,Gerotranscendence,1.0
"for solitude. The cross-sectional age patterns of the three measures have previously been described in Figures 4.1, 4.2, and 4.3.",48,Solitude,0.3965752574865952
"The basic finding, supporting the theory of gerotranscendence, showed that the measures of gerotranscendence increase with age. We found cross-sectional age differences, which we cautiously, yet venture- somely, interpreted in a developmental way.",22,Gerotranscendence,1.0
"We registered patterns of increasing cosmic transcendence, coher- ence, and need for solitude. Our data suggested that cosmic transcendence and coherence are principally continuous developmental processes that begin during the first half of adult life and gradually develop to their maximum in later life. The need for solitude also has its maximum in late life, but develops most rapidly during the first half of adult life. Looking back on the earlier studies, we find that three types of factors seem to influence or explain the degree of gerotranscendence that a respondent reports: 1) pure age development, 2) social-matrix factors (e.g., gender, marital status, occupation), and 3) incident-impact factors (e.g., illnesses, crises).",17,Gerotranscendence,0.5795850634057506
"We found, for example, that women score higher than men on cosmic transcendence, but that this difference decreases with increasing age. Yet, we also discovered a puzzling gender difference—a drop in male cosmic transcendence in the age category 75–85—which was one of the things that prompted us to take a closer look, with a new sample, at the upper end of the age scale. Whereas the Swedish 1995 cross-sectional study included the whole age range from 20 to 85, only 190 Ss (9.5% of the sample) fell into the age category 75–85. Also, no respondents above the age of 85 were included in the Swedish 1995 cross-sectional study. The study reported below, referred to as the 2001 Study (65+), focuses entirely on the 65+ age category, with no upper age limit on the sampling proce- dure, which resulted in a number of respondents within the 65–104 age range.",5,Cosmic,1.0
Further Questions,15,Conclusions,0.2865883761677223
"The general purpose of the 2001 Study was to obtain a better understand- ing of the gerotranscendence patterns when the unlimited age span 65+ is studied in detail. More precisely, we wished to scrutinize each of the gerotranscendence measures in order to reveal the possible developmental patterns in the upper end of the age scale, to take a closer look at the aforementioned explanatory factors for gerotranscendence, and to dis- cover who the transcenders and the nontranscenders in old age were. In order to do so, we asked the following questions:",22,Gerotranscendence,0.8731796023099112
"For each of the gerotranscendence measures, how can the possible development from “young” old age to “old” old age be characterized— continuous increase, leveling out, or decrease?",22,Gerotranscendence,0.6270998334264374
What does this new empirical focus on the 65+ group add to our knowledge of gerotranscendence from earlier studies focused on ages 20–85?,22,Gerotranscendence,1.0
What are the explanatory factors and who are the transcenders and the nontranscenders in this 65+ sample?,65,Transcendence,1.0
How can we understand the drop in cosmic transcendence among the “old” old men?,5,Cosmic,0.8683647659396276
"Are there relationships between gerotranscendence, social activity, and life satisfaction among Ss 65+?",45,Gerotranscendence,0.43028742046704976
Method and Measures,132,Measures,1.0
"For this survey, carried out in 2001, we mailed questions to a sample of 2,800 Swedish men and women, age 65+.45 The total number of respon- dents was 1,771, the oldest respondent being 104 years.",82,Swedish,0.7535721515434973
"As in the previous Swedish 1995 cross-sectional study, a series of questions and statements were framed in accordance with the aforemen- tioned dimensions of gerotranscendence. Statements were worded so as to elicit a snapshot status of these dimensions. Table 4.7 shows all of the statements as well as the dimensions of gerotranscendence they are supposed to tap. Each respondent was asked to rate, on a fixed four- point scale, how poorly or well each statement agreed with his/her own experiences and feelings.",111,Gerotranscendence,1.0
"The statement ratings were analyzed by a factor analysis46 that pro- duced the dimensions in Table 4.7. In Table 4.7, the results of the Swedish 1995 cross-sectional study are compared with the analysis on the present data. The 2001 (65+) data reproduce the very same dimensions as in 1995, with similar, but not identical, factor loadings.",122,Factors,1.0
"For each of the factors, a standardized additive index was con- structed.47 Additive indices were also constructed for the measurement of diseases and life crises. Respondents were asked to read a list of common diseases and mark the diseases they suffered from. The number of diseases was calculated to create a simple additive index. In the same vein, the respondents were asked if they had experienced something they regarded as a life crisis during the past two years. The respondents could mark a number of predefined crises as well as add other types of crises. A simple additive index was constructed showing the number of crises each respon- dent had reported.",20,Crises,1.0
"Crises were of course included since the earlier Swedish 1995 cross- sectional study showed that subjectively experienced life crises are related to the dimensions of gerotranscendence. Particularly in women, subjec- tively experienced life crises were shown to contribute to the development of cosmic transcendence, but the impact decreased with age.",47,Reminiscence,1.0
"Furthermore, we used an additive activity index, where the respon- dents were asked how often they a) participate in activities outside the home (organizational activities, church, cinema, theatre, etc.), b) receive visitors at home (friends, neighbors, children, other relatives), and c) themselves visit friends, neighbors, children, or other relatives. Response alternatives included daily, weekly, monthly, every six months, and less often. This index resulted in a five-point activity scale.",-1,Noise / Outlier,0.0
"In addition to these indices, several single-item measures were used in the analysis. Overall life satisfaction is an example of such a single- item measure where respondents were asked to rate, on a fixed five-point scale, how satisfied they were with their present existence.",94,Satisfaction,0.8348548666964414
RESULTS FROM THE 2001 (65+) STUDY,-1,Noise / Outlier,0.0
Cosmic Transcendence,16,Rejoicing,0.7863816891003831
"As seen in Figure 4.4, the 2001 data focusing on ages 65+ replicate the Swedish 1995 cross-sectional study by showing a statistically significant final increase in cosmic transcendence for women,48 but not for men. The arch-shaped slope for men is not statistically significant. Nor is the split between men and women from age 85+. Thus, the present study replicates this split, but not with statistical significance.49 Since the split appears later in the age categorization in the 2001 study (65+) as compared with the Swedish 1995 cross-sectional study, it might be that we are dealing with a cohort difference. For some reason, it might be the men born between 1910–1920 that deviate from the otherwise consistent pattern of increasing cosmic transcendence.",5,Cosmic,1.0
"The Swedish 1995 cross-sectional study however suggested that the aforementioned gender split could be related to social-matrix factors such as marital or cohabiting status. The final drop among men was, in the Swedish 1995 cross-sectional study, found particularly among cohabit- ing men.",106,Cohabiting,0.9797621283109479
"In the 2001 (65+) study, we tested whether social-matrix factors such as marital and cohabiting status or having children play a role, but they do not. Controlling for these factors does not produce a statistically significant split between men and women.",106,Cohabiting,1.0
"However, in the 2001 (65+) data, the split becomes larger and statisti- cally significant in the age category 95+ if respondents who have experi- enced a crisis during the past two years are considered. Men who had experienced a crisis during the previous two years show a considerable drop in the age category 95+, while women show a continuous age develop- ment in cosmic transcendence regardless of whether they had experienced crises or not.50 Could it be that, for some reason, the men born around",-1,Noise / Outlier,0.0
1910–1920 have had cohort-specific experiences that made them sensitive or vulnerable to crises later in life? These men were small children during World War I and were soldiers themselves during World War II.,-1,Noise / Outlier,0.0
"In the Swedish 1995 cross-sectional study, it was also demonstrated that the degree of cosmic transcendence correlated with a number of variables besides age and gender. Respondents who had at the time (or previously had, if retired) self-governed professions or were students scored higher on cosmic transcendence. Further, respondents who, during the two years previous to the study, had experienced one or more life crises also scored higher on cosmic transcendence, as did those who had experienced diseases. None of these variables correlate with cosmic transcendence in the 2001 (65+) study.",-1,Noise / Outlier,0.0
"In the 2001 study we did, however, find other variables51 that correlate with cosmic transcendence: first, the activity index,52 again showing that cosmic transcendence is related to activity and not to disengagement; second, satisfaction with present life.53 The latter correlation is statistically significant and about equally strong in each of the age categories 65–74, 75–84, 85–94 and 95+. We will return to this observation later on.",167,Transcendence,1.0
Who Are the Cosmic Transcenders?,16,Rejoicing,0.7326296291196154
"In order to discover who the cosmic transcenders and the nontranscenders are, we have conducted a CHAID analysis,54 with cosmic transcendence as the dependent variable and a series of other variables as possible pre- dictors.55 The CHAID analysis in Figure 4.5 identifies the transcenders and the nontranscenders in terms of age, activity, and place of residence. None of the other variables appear as significant predictors of cosmic transcendence.",65,Transcendence,0.4840483514464033
"Among the 560 respondents who are 75+ and at the same time at the upper half of the activity scale, 24 percent belong to the high-",-1,Noise / Outlier,0.0
"transcendence group. If a cosmic transcendence index is set to 100 in the starting node (the whole sample), the index value in the aforementioned group is 123. When the analysis is set to focus on the lowest fifth of the transcendence values (not shown), the nontranscendence group is identified as 75+, low activity, rural respondents.",65,Transcendence,1.0
"Even if the CHAID algorithm only produces statistically significant splits,56 the percentage differences presented in Figure 4.5 are not over- whelming. The difference between minimum and maximum values is just 10 percentage points (14–24%).",65,Transcendence,0.8078834950212703
"When looking at the data from the Swedish 1995 cross-sectional study and the 2001 (65+) study at the same time, we can draw the following statistically safe conclusions:",63,Statistically,1.0
"For both men and women, there is an increase in cosmic transcendence with age, beginning already in early adulthood.",5,Cosmic,0.9016277945161507
"In the age categories from 20 to 64, the men score lower on cosmic transcendence, but from 75+ they have caught up with the women.",5,Cosmic,0.6860288691435326
"During young adulthood and middle age, life crises and social-matrix factors positively contribute to the development of cosmic transcen-",-1,Noise / Outlier,0.0
"dence for both men and women. In old age, social-matrix factors and crises have, with the exceptions cited below, lost their impact.",-1,Noise / Outlier,0.0
Men 95+ who have experienced a crisis within the past two years show a moderately decreased level of cosmic transcendence. This might however be a specific cohort effect.,-1,Noise / Outlier,0.0
Cosmic transcendence goes with higher levels of activity—not with withdrawal from activities. This signals that gerotranscendence is dif- ferent from disengagement.,93,Gerotranscendence,0.8044330895627109
Coherence,144,Coherence,1.0
"In the Swedish 1995 cross-sectional study, as previously reproduced in Figure 4.2, we found significant correlations between age and coherence, for both men and women.57 The increase started already at age 20–24 and had its maximum in the age category 75–85, with women being slightly, but not by a statistically significantly margin, above the men. Statistically significant, however, was the gender difference in the age category 35–44, where the men had a pronounced dip in the otherwise positive developmental pattern. Since the main focus here is on the upper end of the age scale, we shall leave this otherwise interesting finding behind.",67,Coherence,0.8789831225103509
"In the 2001 (65+) study, as shown in Figure 4.6 (which has the same scale as Figure 4.2), there is also a very small, but statistically insignificant difference between men and women in the age category 65–74. There is also, for both men and women, a drop from 85–94, which corresponds to a very small but statistically significant correlation58 if the age categories 65–94 are collapsed into one and compared with the 95+ category. If the whole age range is considered, there is, within the age span in focus (65–104), no statistically significant correlation between coherence and age.",67,Coherence,1.0
"In the Swedish 1995 cross-sectional study, it was demonstrated that coherence correlated with several other variables besides the aforemen- tioned age and gender. Unmarried and divorced respondents had lower values than did widows/widowers and married or cohabiting respondents. Individuals with higher incomes had higher coherence values, while indi-",145,Coherence,1.0
"viduals who had experienced crises or diseases had lower coherence values. Also in the 2001 (65+) study, which focus on the upper end of the age scale, these types of variables still correlate with coherence in the same way—though this is not the case with respect to cosmic transcendence. Table 4.8 shows the correlations in the 2001 (65+) study.59 These correla- tions again demonstrate that the measures of gerotranscendence are not only dependent on pure age development, but also are affected by social- matrix factors and incident-impact factors.",17,Gerotranscendence,1.0
"It is noteworthy that the initially insignificant correlation with age turns into a significant positive correlation when other variables are con- trolled for. If the negative impacts of other factors such as widowhood, crises, and inactivity are controlled for, coherence seemingly tends to increase slightly with age, even at the very top of the age scale.",-1,Noise / Outlier,0.0
"As in the Swedish 1995 cross-sectional study, it is the unmarried and divorced respondents who have lower values on the coherence scale compared with widows/widowers and married or cohabiting respondents. Also the experience of crises indicator shows the same association. Those who have experienced crises exhibit lower degrees of coherence. Having had diseases, however, reveals a slightly different pattern. When other factors are controlled for, the diseases factor loses its explanatory power. What is new in the 2001 (65+) study are the correlations with housing, former profession, and activity. Before controlling for other variables, there is a significant difference in coherence between respondents in different types of housing. The highest degrees of coherence are found among respondents living in their own houses, followed by respondents living in flats and lastly those living in service flats. As seen in Table 4.8,",145,Coherence,1.0
this correlation is reduced when other variables are controlled for.,154,Correlation,1.0
"The coherence among respondents with different former professions follows a professional hierarchy wherein the more skilled professions exhibit higher degrees of coherence. This finding recalls the 1990 Danish retrospective study, where another aspect of gerotranscendence, the cos- mic transcendence, was shown to be higher among respondents from",-1,Noise / Outlier,0.0
higher social classes and those who have had white-collar work or were metropolitan entrepreneurs.,141,Entrepreneurs,1.0
"The activity measure has a substantial and remaining correlation with coherence. This correlation is, with some small variations, found for all age groups from 65 to 95+. The higher the activity, the higher the degree of coherence. This of course indicates that “activity theory” and gerotranscendence cannot be regarded as mutually exclusive, but rather as complementary.",91,Gerotranscendence,0.6258084914599211
"Another factor not introduced in the ANOVA analysis, since it is a conceptually related variable rather than a predictor, we again found a very strong correlation between coherence and life satisfaction60. This replicates the finding in the Swedish 1995 cross-sectional study where, for the whole sample 20–85, the corresponding correlation was of the same magnitude. This strong correlation, with some small variation, is found in each of the age categories from 65 to 95+.",109,Coherence,1.0
Who Experiences High Coherence?,-1,Noise / Outlier,0.0
"In order to discover who the respondents reporting high versus low degrees of coherence are, we conducted a CHAID analysis, with coherence as the dependent variable and a series of other variables as possible pre- dictors (Figure 4.7).61",144,Coherence,1.0
"The node with the largest proportion of coherence is defined in terms of noncrises, high activity, and skilled former profession. Among the 193 respondents who had experienced no crises during the past two years, and had had some qualified profession, as well as high activity, 40 percent belong to the high-coherence group. If a coherence index is set to 100 in the starting node (the whole sample), the index value in the high-coherence group is 152. When the analysis is set to focus on the lowest coherence values (not shown), the noncoherence group is identified as having experienced crises, being single and low in activity.",-1,Noise / Outlier,0.0
"When combining the Swedish 1995 cross-sectional study and the 2001 (65+) study, we can draw the following statistically safe conclusions:",63,Statistically,1.0
"There is, for both men and women, an increase in coherence with age, beginning already in early adulthood.",108,95,0.9980937078183045
For men this increase seems to be interrupted by a temporary drop in the age category 35–44.,108,95,1.0
The coherence reaches a maximum in the age category 65–74 and basically flattens out thereafter.,67,Coherence,1.0
"From age 95, there is a very modest drop compared with the age category 65–94.",108,95,1.0
There is no difference in coherence between men and women from age 65+.,67,Coherence,0.7219193046560841
"Unlike the cosmic dimension, the coherence dimension has, even at the upper end of the age scale, several rather strong social-matrix and incident-impact predictors, of which the experiences of no crises, high activity, being married, and former qualified profession are the most important.",-1,Noise / Outlier,0.0
Need for Solitude,6,Solitude,1.0
"According to the Swedish 1995 cross-sectional study, with data for respon- dents between 20 and 85 years of age, the need for solitude was shown to start to increase early. The need for solitude increases up to the age category of 35–44 and principally remains stable afterward (Figure 4.3). We are, then, disregarding the statistically nonsignificant divergent tend- encies among men and women in the age category 75–85.",48,Solitude,1.0
"Also, in the Swedish 1995 cross-sectional study, the need for solitude correlated negatively with life satisfaction. The less there is satisfaction with life, the higher the need for solitude. This correlation was statistically significant but rather weak.62",92,Solitude,1.0
"From Figure 4.8 we can see that the focus on the upper end of the age scale reveals a continued increase in the need for solitude from age 65+ and upward for women.63 Also for men, the basic pattern is an increase in the need for solitude, with a possible, but statistically insignificant, flattening out at the end.",48,Solitude,0.7223640295395427
"If, for both men and women, we define the pronounced “solitude seekers” as occupying the approximately upper fifth of the solitude scale,",52,Solitude,0.48514500827220036
121,19,155,0.9823243289084147
the proportion of “solitude seekers” almost doubles from 12 percent in the age category 65–74 to 23 percent in the category 95+.,52,Solitude,1.0
"As in the Swedish 1995 cross-sectional study of the age range from 20 to 85, the 2001 study (65+) focused on the upper end of the age scale reveals a weak negative correlation between the need for solitude and life satisfaction.64 This correlation, however, fluctuates between age groups and is insignificant in the highest 95+ category.",92,Solitude,1.0
"Among the predictor variables, the Swedish 1995 cross-sectional study showed, besides age and gender, correlations between the need for",63,Statistically,0.5724355431429542
"solitude and diseases/crises. In the 2001 study, focused on the population 65+, there are very few correlates to the need for solitude. Among a set of 18 possible predictors65 only three show statistically significant correlations of at least 0.10. These are age, civil status, and diseases. As mentioned above, with advanced age comes an increased need for soli- tude.66 Also, the respondents who are widowed, unmarried, or divorced are slightly more solitude-seeking than are the married/cohabiting ones.67 Furthermore, respondents with diseases have a slightly higher need for solitude in comparison with the healthy ones.68 Also, understandably, the respondents who have a higher need for solitude report less social activity. They are lower on the activity index.69",52,Solitude,0.7226703863523108
"When the predictor variables age, civil status, and diseases are intro- duced in an ANOVA-MCA analysis, the explanatory power of each pre- dictor drops considerably. The interpretation here is that the predictors are intertwined, but that none of them has major explanatory power over the others. Age, civil status, and diseases each have some limited explanatory power with respect to the need for solitude. It should be remembered, however, that we are now talking about explanations that apply within the limited age span 65–104 (the 2001 study (65+). When the larger age span 20+ is considered (the Swedish 1995 cross-sectional study and the 2001 study (65+) taken together), there is a distinct and consistent increase in the need for solitude with age. There seems to be a growing need for solitude that is dependent solely on age, i.e., a developmental factor, which can be altered by social-matrix factors, such as civil status, and incident-impact factors, such as burdens of diseases and crises.",48,Solitude,1.0
"When the seekers of solitude are sought for in an CHAID analysis70 (Figure 4.9), we find that the largest proportion are among the 130 respondents who are 75+, have experienced a crisis during the past two years, and report four or more diseases at present. Within this group, 26 percent are pronounced solitude seekers as compared with 16 percent in",52,Solitude,1.0
"the whole sample. If this is set as index value 100, the index value in the above-described group is 167.",65,Transcendence,0.5257049824889803
"The lowest proportion of solitude seekers is found among the 496 respondents in the “young old” age category 65–74 who are married/ cohabiting. In this category, 10 percent are solitude seekers, as compared with 16 percent in the whole sample.",52,Solitude,1.0
"Thus, when combining the Swedish 1995 cross-sectional study and the 2001 study (65+), we can draw the following statistically safe conclusion:",63,Statistically,1.0
"There is a continuous increase in the need for solitude, from early adulthood up to very old age.",-1,Noise / Outlier,0.0
There seem to be two quite different causes of solitude seeking. One cause seems solely related to age developmental change per se.71 The other cause is reactions to incident-impact factors like diseases and crises.,33,Loneliness,0.49810782488564714
Transcendence and Life Satisfaction,24,Transcendence,1.0
"The theory presumes that an increase in gerotranscendence, particularly cosmic transcendence, is accompanied by an increase in life satisfaction. This assumption was based on the previously reported qualitative inter- views underlying the theory. In one of our quantitative studies, the 1990 Danish retrospective study, the assumption was confirmed by an expected positive correlation, but the Swedish 1995 cross-sectional study (ages 20–85) study showed no such correlation. In the 2001 (65+) study of the upper end of the age scale, we again obtained statistically significant correlations between satisfaction with life and cosmic transcendence72 and coherence,73 but a negative correlation with the need for solitude.74",-1,Noise / Outlier,0.0
"Figure 4.10 shows, in the 2001 study (65+), how the percentage of respondents who are very satisfied with present life varies with the aforemen- tioned dimensions. The proportion of those very satisfied with present life increases from 8 percent to 50 percent as we move from the lowest value of coherence to the highest. The corresponding change regarding",-1,Noise / Outlier,0.0
"cosmic transcendence is from 23 percent to 39 percent. With respect to the need for solitude, there is a decrease in the very satisfied with life from 37 percent to 23 percent as we move from the lowest to the highest value of this measure.",-1,Noise / Outlier,0.0
"In order to identify and disentangle the correlations with life satisfac- tion, we performed an ANOVA analysis with the life satisfaction as depen- dent variable and the transcendence measures plus the strongest correlates as predictors.",24,Transcendence,0.9846328778529156
"From Table 4.9 we can conclude that the coherence measure of gerotranscendence is the top predictor of satisfaction with present life, even after the introduction of other predictors.",91,Gerotranscendence,0.9449314490259547
"The next category, with about half or less of the explanatory power of coherence, includes activity, crises, health, and cosmic transcendence. All four of these variables drop considerably in explanatory power when the other predictors are introduced,75 but they still have some individual residual explanatory power after the introduction of the other predictors.",11,Cosmic,0.27248140489152844
"The last group of predictors, including civil status, former profession, age, and need for solitude, initially showed significant correlations with life satisfaction, but these are more or less swept away when other, more crucial and co-varying predictors are introduced. Age is an example of this. The initial correlation between age and satisfaction is a weak, but statistically a significantly negative one. With higher age comes a slight decrease in satisfaction with present life. When other predictors are intro- duced, however, this significant correlation is practically swept away, showing that the small decrease in satisfaction with life has little to do with age per se, but is related to other correlates of age.76",92,Solitude,1.0
"As regards the gerotranscendence measures, we can conclude that cosmic transcendence and surely coherence are positively correlated with satisfaction with present life, even when controlling for other probable predictors. The need for solitude, however, shows a weak initial negative correlation with satisfaction with present life. This negative correlation is washed away when we account for other predictors.",91,Gerotranscendence,1.0
In conclusion:,15,Conclusions,1.0
"The coherence measure of gerotranscendence has very robust positive explanatory power as regards satisfaction with present life, even when other probable predictors are controlled for.",91,Gerotranscendence,1.0
"The cosmic measure of gerotranscendence shows modest, but signifi- cantly positive explanatory power as regards satisfaction with present life, even when other probable predictors are controlled for.",91,Gerotranscendence,0.8294319984712805
The need for solitude measure seems to be unrelated to satisfaction with present life when other probable predictors are controlled for.,92,Solitude,0.9531739983911409
Age per se is unrelated to satisfaction with life when other variables are controlled for.,92,Solitude,0.9531739983911409
Summing Up,156,65,1.0
"In our search for explanatory factors concerning the development of gerotranscendence, we have found three types of explanatory factors when looking at data from both the Swedish 1995 cross-sectional study (ages 20–85) and the 2001 study (65+): age-developmental factors, social-matrix factors, and incident-impact factors. Gerotranscendence can be understood as a developmental process, sometimes modified by social-matrix factors, such as gender and profession, and by incident-impact factors, such as diseases and crises.",102,Gerotranscendence,0.5555264356949094
"We can suggest that, during the major part of adult life, there seems to be a developmental pattern of increased cosmic transcendence. This increase levels out at the high end of the age scale. In the younger age categories, the degree of gerotranscendence is also modified by social-matrix factors and incident-impact factors, but these factors seem to have lost their importance when old age is reached.",17,Gerotranscendence,1.0
"At the outset of the 2001 (65+) study, our intention was to shed some light on a puzzling gender difference in cosmic transcendence found in the Swedish 1995 cross-sectional study (ages 20–85), which showed a continuous development with age for women, but a final age drop for men. In the 2001 study (65+), this pattern was replicated, but with a time lag, hinting at a possible cohort phenomenon.",5,Cosmic,1.0
"The pattern from the Swedish 1995 cross-sectional study, showing married/cohabiting men to have a lower degree of cosmic transcendence in comparison with married/cohabiting women, was not replicated in the 2001 study (65+). Instead, this study indicates that the experience of crises seems to affect old men and women differently. For women 65+, the",11,Cosmic,0.2888743771353679
"experience of crises seems to have lost its effect on the level of cosmic transcendence. Also for men 65–94, the experience of crises seems to have lost its effect, while the effect appears to become negative for the oldest men, those 95+. This brings to mind the old Chinese saying that crises carry the potential of both threat and opportunity. To gain a deeper understanding of this, we will probably have to use other qualitative methods.",11,Cosmic,0.39502219750338713
"The coherence dimension of gerotranscendence is different from the cosmic dimension in that both social-matrix factors and incident-impact factors still play a role in old age. In old age, the developmental factor, the social-matrix factors, and the incident-impact factors seem to be independently and equally important.",17,Gerotranscendence,0.6275413836276563
